,state,tot_co2,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Airborne,Nonroad,FIPS,Unnamed: 0,CSA Code,CBSA Title,MSAMCA,center-outer,city,city_pop2014,county_pop2002,county_co2_pc_tons,county,county_land_area_sqmi,top_level,CSA,density_sqmi_county
730,NC,3956595.11128,1436.68491399,2217.6906795,9384.25703387,3887861.87548,51676.2654328,0.0,0.0,0.0,4018.33773509,37169.0,1247,268.0,"Winston-Salem, NC",Metropolitan Statistical Area,Central,"Winston-Salem, NC",655015,44827,88.2636605456,Stokes County,448.857,"Greensboro--Winston-Salem--High Point, NC",True,99.8692233829
731,NC,256616.730951,8094.89638206,28504.6540913,29247.2115964,0.0,127570.784955,0.0,7409.90642663,18626.1655904,37163.1119087,37179.0,213,172.0,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,Central,"Charlotte-Concord-Gastonia, NC-SC",2380314,138218,1.85660862515,Union County,631.52,"Charlotte-Concord, NC-SC",True,218.865594122
732,NC,1641290.10009,124257.277752,57363.3625829,155228.794701,285.599071153,1004882.53903,0.0,48503.5738648,121922.687542,128846.265549,37183.0,880,450.0,"Raleigh, NC",Metropolitan Statistical Area,Central,"Raleigh, NC",1242974,680443,2.41209050587,Wake County,835.219,"Raleigh-Durham-Chapel Hill, NC",True,814.688123714
733,NC,844100.461744,14405.8685164,18436.4637133,23235.5951085,618773.736243,143426.777108,0.0,3346.40053901,8411.80101663,14063.8194996,37191.0,424,,"Goldsboro, NC",Metropolitan Statistical Area,Central,"Goldsboro, NC",124456,112804,7.48289477097,Wayne County,553.087,"Goldsboro, NC",False,203.953446745
735,ND,227480.042516,36873.8817689,25484.0462296,38421.023275,0.0,82269.8067533,0.0,7951.17445784,19986.7468769,16493.3631544,38015.0,144,,"Bismarck, ND",Metropolitan Statistical Area,Central,"Bismarck, ND",126597,71021,3.20299689551,Burleigh County,1632.653,"Bismarck, ND",False,43.5003641313
736,ND,477112.147125,70513.1664816,117029.811775,43133.2649414,0.0,142917.798814,0.0,14569.4691158,36623.060787,52325.5752099,38017.0,393,244.0,"Fargo, ND-MN",Metropolitan Statistical Area,Central,"Fargo, ND-MN",228291,126054,3.78498220703,Cass County,1764.937,"Fargo-Wahpeton, ND-MN",True,71.4212461975
737,ND,332070.327505,54714.9642683,35107.2757286,27291.8426236,0.0,77206.3949299,0.0,32252.8866681,81073.5924965,24423.3707898,38035.0,426,,"Grand Forks, ND-MN",Metropolitan Statistical Area,Central,"Grand Forks, ND-MN",101842,65292,5.08592672157,Grand Forks County,1436.376,"Grand Forks, ND-MN",False,45.4560644288
738,ND,291235.141904,6735.03517877,30985.1696615,15360.9636992,162757.495465,57309.8971105,0.0,984.726923434,2475.29187547,14626.5619902,38059.0,145,,"Bismarck, ND",Metropolitan Statistical Area,Central,"Bismarck, ND",126597,25063,11.6201229663,Morton County,1926.27,"Bismarck, ND",False,13.0111562761
741,OH,447325.202169,25062.6366905,161316.730092,58695.389992,0.0,169969.384398,0.0,4425.41806,11124.1003148,16731.542621,39003.0,609,338.0,"Lima, OH",Metropolitan Statistical Area,Central,"Lima, OH",105040,107845,4.1478529572,Allen County,402.496,"Lima-Van Wert-Celina, OH",True,267.940550962
742,OH,790240.239842,15409.2035721,22926.1836989,40205.9281773,538818.763159,162999.202077,0.0,1075.19193781,2702.69262322,6103.07459645,39013.0,1226,,"Wheeling, WV-OH",Metropolitan Statistical Area,Central,"Wheeling, WV-OH",145205,69663,11.3437583774,Belmont County,532.129,"Wheeling, WV-OH",False,130.9137446
744,OH,1018675.9586,21361.0114639,186994.42338,144844.465055,143905.553567,423568.889889,0.0,14931.2237997,37532.3894281,45538.0020193,39017.0,255,178.0,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central,"Cincinnati, OH-KY-IN",2149449,338958,3.00531617074,Butler County,467.056,"Cincinnati-Wilmington-Maysville, OH-KY-IN",True,725.733102669
746,OH,474263.623708,31745.6475902,86665.2542672,84214.6725953,0.0,224113.634633,0.0,8714.15785199,21904.6436329,16905.6131373,39023.0,1077,212.0,"Springfield, OH",Metropolitan Statistical Area,Central,"Springfield, OH",136554,143412,3.30700097417,Clark County,397.473,"Dayton-Springfield-Sidney, OH",True,360.80941347
747,OH,4506147.22505,39859.874464,54010.6434809,74399.5431721,4073961.70569,227493.369708,0.0,3319.69791332,8344.6737673,24757.7168583,39025.0,256,178.0,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central,"Cincinnati, OH-KY-IN",2149449,182539,24.6859423195,Clermont County,452.1,"Cincinnati-Wilmington-Maysville, OH-KY-IN",True,403.758018138
748,OH,269978.5399,24099.1843353,32284.6386744,64416.6411812,0.0,125833.494906,0.0,3297.85094412,8289.75509285,11756.9747658,39029.0,957,566.0,"Salem, OH",Micropolitan Statistical Area,Central,"Salem, OH",105686,111061,2.43090319644,Columbiana County,531.893,"Youngstown-Warren, OH-PA",True,208.803274343
749,OH,12043014.3052,329296.434229,8806309.25028,808384.718713,277316.545878,1405394.73459,0.0,72078.5787189,181182.817954,163051.224817,39035.0,268,184.0,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Central,"Cleveland-Elyria, OH",2063598,1369224,8.79550336919,Cuyahoga County,457.191,"Cleveland-Akron-Canton, OH",True,2994.86210358
750,OH,361149.572451,27762.3982052,35544.5014466,57082.0623851,0.0,186786.26696,0.0,4885.72603917,12281.1758533,36807.4415622,39041.0,291,198.0,"Columbus, OH",Metropolitan Statistical Area,Central,"Columbus, OH",1994536,127011,2.84345113771,Delaware County,443.098,"Columbus-Marion-Zanesville, OH",True,286.643135379
751,OH,318986.595673,27796.8949735,18099.4934149,62804.8322554,14627.2682996,161431.149963,0.0,3516.39784331,8839.10998739,21871.4489358,39045.0,292,198.0,"Columbus, OH",Metropolitan Statistical Area,Central,"Columbus, OH",1994536,128860,2.47545084334,Fairfield County,504.411,"Columbus-Marion-Zanesville, OH",True,255.466276509
752,OH,2874196.89968,281686.667834,338791.64327,568204.619085,0.0,1257942.4523,0.0,81835.5260583,205708.716512,140027.274625,39049.0,293,198.0,"Columbus, OH",Metropolitan Statistical Area,Central,"Columbus, OH",1994536,1087369,2.64325808413,Franklin County,532.188,"Columbus-Marion-Zanesville, OH",True,2043.204657
754,OH,245299.338172,20008.4428633,26935.0640174,47684.0048835,0.0,129484.498671,0.0,614.030818588,1543.4798097,19029.8171079,39055.0,269,184.0,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Central,"Cleveland-Elyria, OH",2063598,93341,2.62799132398,Geauga County,400.164,"Cleveland-Akron-Canton, OH",True,233.256864685
755,OH,536449.253751,40599.2343509,59056.7241983,65827.6359764,0.0,188764.463502,148151.896758,4176.85863199,10499.3080209,19373.1323121,39057.0,334,212.0,"Dayton, OH",Metropolitan Statistical Area,Central,"Dayton, OH",800836,151507,3.5407555674,Greene County,413.729,"Dayton-Springfield-Sidney, OH",True,366.19864694
756,OH,4112979.38013,219229.805394,355879.838132,424762.196636,1963558.58075,968589.251564,0.0,23440.9673598,58923.206491,98595.5338028,39061.0,257,178.0,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central,"Cincinnati, OH-KY-IN",2149449,848344,4.84824479236,Hamilton County,405.91,"Cincinnati-Wilmington-Maysville, OH-KY-IN",True,2089.98053756
758,OH,6309983.39766,15985.1994428,133423.324381,42968.075366,6008334.58893,97276.2934132,0.0,1725.73942361,4337.96463201,5932.21207643,39081.0,1221,430.0,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,Central,"Weirton-Steubenville, WV-OH",121336,71945,87.7056556768,Jefferson County,408.329,"Pittsburgh-New Castle-Weirton, PA-OH-WV",True,176.193706545
759,OH,2245742.24866,52681.1556178,76096.221403,126816.909563,1675749.22652,256209.361466,0.0,6762.18408256,16998.0001315,34429.1898713,39085.0,270,184.0,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Central,"Cleveland-Elyria, OH",2063598,230735,9.73299347155,Lake County,227.493,"Cleveland-Akron-Canton, OH",True,1014.25098794
760,OH,173922.30705,13054.2981731,17869.9332153,31975.6903993,0.0,92904.0664636,0.0,4096.20619363,10296.572223,3725.5403824,39087.0,484,170.0,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Central,"Huntington-Ashland, WV-KY-OH",363325,61871,2.81104729276,Lawrence County,453.371,"Charleston-Huntington-Ashland, WV-OH-KY",True,136.468808106
763,OH,3495807.49833,112127.487513,1447675.19396,256223.138064,1008494.59058,571316.277404,0.0,14191.6779155,35673.4026965,50105.7302015,39095.0,1104,534.0,"Toledo, OH",Metropolitan Statistical Area,Central,"Toledo, OH",607456,460915,7.58449496834,Lucas County,340.855,"Toledo-Port Clinton, OH",True,1352.23188746
765,OH,700225.141306,57008.7476229,88098.5990824,148117.137899,20903.5411515,357716.008435,0.0,848.882565137,2133.82347885,25398.4010716,39099.0,1254,566.0,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,Central,"Youngstown-Warren-Boardman, OH-PA",553263,252205,2.77641260604,Mahoning County,411.623,"Youngstown-Warren, OH-PA",True,612.708716471
766,OH,492876.670134,34785.9776015,46272.7263865,79153.594648,0.0,261157.445459,0.0,12961.0948184,32580.1064771,25965.7247429,39103.0,272,184.0,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Central,"Cleveland-Elyria, OH",2063598,157925,3.12095406132,Medina County,421.358,"Cleveland-Akron-Canton, OH",True,374.800051263
767,OH,263566.432968,22392.535401,29446.5615211,52637.967263,0.0,140987.320589,0.0,0.0,0.0,18102.0481933,39109.0,335,212.0,"Dayton, OH",Metropolitan Statistical Area,Central,"Dayton, OH",800836,99229,2.6561431937,Miami County,406.58,"Dayton-Springfield-Sidney, OH",True,244.057750012
768,OH,1852677.32678,132759.407118,335800.077854,270532.565888,257334.337417,660256.398485,0.0,37777.6232862,94961.0300588,63255.8866767,39113.0,336,212.0,"Dayton, OH",Metropolitan Statistical Area,Central,"Dayton, OH",800836,552367,3.3540695349,Montgomery County,461.553,"Dayton-Springfield-Sidney, OH",True,1196.75746881
772,OH,481947.722712,33196.5502053,44475.0143793,84559.5116536,0.0,287936.63135,0.0,1255.42209718,3155.73739373,27368.8556329,39133.0,12,184.0,"Akron, OH",Metropolitan Statistical Area,Central,"Akron, OH",703825,153684,3.13596550527,Portage County,487.381,"Cleveland-Akron-Canton, OH",True,315.326202704
773,OH,350649.232188,28618.2963852,19089.9993061,70487.8943368,0.0,184977.264724,0.0,8712.84003872,21901.3381579,16861.5992394,39139.0,662,360.0,"Mansfield, OH",Metropolitan Statistical Area,Central,"Mansfield, OH",121942,128068,2.73799256791,Richland County,495.269,"Mansfield-Ashland-Bucyrus, OH",True,258.582709598
774,OH,967854.661673,93178.2417701,192037.66899,211605.941888,0.0,407851.117307,0.0,895.729382856,2251.58157769,60034.3807571,39151.0,190,184.0,"Canton-Massillon, OH",Metropolitan Statistical Area,Central,"Canton-Massillon, OH",403923,378772,2.55524342262,Stark County,575.271,"Cleveland-Akron-Canton, OH",True,658.42359514
775,OH,1566309.21869,125178.985604,279964.359715,315962.953606,0.0,677081.089425,0.0,30283.3810638,76122.8627206,61715.5865599,39153.0,13,184.0,"Akron, OH",Metropolitan Statistical Area,Central,"Akron, OH",703825,545922,2.86910807532,Summit County,412.748,"Cleveland-Akron-Canton, OH",True,1322.65207827
776,OH,1070693.2534,49141.1268774,178513.786597,133096.854097,320366.543081,302236.804167,0.0,16899.9464296,42481.136804,27957.0553493,39155.0,1255,566.0,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,Central,"Youngstown-Warren-Boardman, OH-PA",553263,222233,4.81788597284,Trumbull County,618.297,"Youngstown-Warren, OH-PA",True,359.427589007
778,OH,444796.1107,53474.5244443,55577.6235167,67657.6428675,0.0,224796.587796,0.0,2715.14610685,6825.02258236,33749.5633863,39165.0,258,178.0,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central,"Cincinnati, OH-KY-IN",2149449,173787,2.55943258529,Warren County,401.314,"Cincinnati-Wilmington-Maysville, OH-KY-IN",True,433.044947348
779,OH,422990.005649,29334.6674817,113956.015131,58100.7858378,0.0,157490.383387,0.0,12493.7156922,31405.2645638,20209.1735544,39169.0,1249,,"Wooster, OH",Micropolitan Statistical Area,Central,"Wooster, OH",115537,112576,3.75737284722,Wayne County,554.929,"Wooster, OH",False,202.865591814
780,OH,442434.441366,27065.9089159,31921.7187191,69810.6486987,10986.3181219,223694.219424,0.0,15335.2434088,38547.9667429,25072.4173355,39173.0,1105,534.0,"Toledo, OH",Metropolitan Statistical Area,Central,"Toledo, OH",607456,122208,3.6203394325,Wood County,617.205,"Toledo-Port Clinton, OH",True,198.002284492
781,OK,501624.881993,9093.96359826,73465.6381273,28527.5363595,161142.876819,197327.381609,0.0,5183.99996211,13030.9434209,13852.5420971,40017.0,787,416.0,"Oklahoma City, OK",Metropolitan Statistical Area,Central,"Oklahoma City, OK",1336767,90699,5.53065504574,Canadian County,896.626,"Oklahoma City-Shawnee, OK",True,101.155888854
782,OK,398668.697791,41514.8728785,21361.2381455,64335.4862267,0.0,201439.811477,0.0,12301.4980002,30922.0899686,26793.7010937,40027.0,788,416.0,"Oklahoma City, OK",Metropolitan Statistical Area,Central,"Oklahoma City, OK",1336767,215733,1.8479727153,Cleveland County,538.766,"Oklahoma City-Shawnee, OK",True,400.420590757
783,OK,530833.359098,18071.5559722,61138.9853508,31124.9404873,183329.749106,191773.813395,0.0,10110.8503325,25415.4916981,9867.97275654,40031.0,599,,"Lawton, OK",Metropolitan Statistical Area,Central,"Lawton, OK",131183,112009,4.73920273459,Comanche County,1069.287,"Lawton, OK",False,104.751109852
785,OK,261170.287629,7551.59729451,48362.7727219,23574.228925,0.0,173007.068545,0.0,118.093126156,296.846697058,8259.68031945,40037.0,1121,538.0,"Tulsa, OK",Metropolitan Statistical Area,Central,"Tulsa, OK",969224,68346,3.82129587143,Creek County,950.141,"Tulsa-Muskogee-Bartlesville, OK",True,71.9324816001
789,OK,165927.099213,3503.80281166,56596.3294496,10709.895373,3557.94691622,73484.3251637,0.0,3630.51247304,9125.96503456,5318.32199171,40083.0,791,416.0,"Oklahoma City, OK",Metropolitan Statistical Area,Central,"Oklahoma City, OK",1336767,34703,4.78134741127,Logan County,743.834,"Oklahoma City-Shawnee, OK",True,46.6542266151
791,OK,2550367.13887,239831.113604,412263.896472,230474.123732,220325.610005,1191712.57219,0.0,42371.0973887,106507.580694,106881.14478,40109.0,793,416.0,"Oklahoma City, OK",Metropolitan Statistical Area,Central,"Oklahoma City, OK",1336767,672324,3.79336025319,Oklahoma County,708.819,"Oklahoma City-Shawnee, OK",True,948.512949004
793,OK,142251.147225,2600.09900044,12568.0622067,15923.7564107,0.0,77031.1887159,0.0,7676.314132,19295.8362338,7155.89052554,40113.0,1123,538.0,"Tulsa, OK",Metropolitan Statistical Area,Central,"Tulsa, OK",969224,44877,3.16980072699,Osage County,2246.358,"Tulsa-Muskogee-Bartlesville, OK",True,19.9776705227
797,OK,3390332.14168,192627.000902,1089648.90496,206765.486264,624600.65838,933612.018939,0.0,69988.5277291,175929.090731,97160.453772,40143.0,1126,538.0,"Tulsa, OK",Metropolitan Statistical Area,Central,"Tulsa, OK",969224,570207,5.9457918645,Tulsa County,570.246,"Tulsa-Muskogee-Bartlesville, OK",True,999.931608464
798,OK,181239.610115,2853.91428205,6175.09654068,19797.3920156,40494.2199927,102832.346625,0.0,0.0,0.0,9086.64065943,40145.0,1127,538.0,"Tulsa, OK",Metropolitan Statistical Area,Central,"Tulsa, OK",969224,60178,3.01172538328,Wagoner County,561.555,"Tulsa-Muskogee-Bartlesville, OK",True,107.163145195
799,OR,722911.454155,47415.8605772,115607.51931,70676.9476314,0.0,419722.094268,0.0,3756.45039133,9442.52953142,56290.0524453,41005.0,856,440.0,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Central,"Portland-Vancouver-Hillsboro, OR-WA",2348247,351647,2.05578734969,Clackamas County,1870.322,"Portland-Vancouver-Salem, OR-WA",True,188.014149435
801,OR,311664.798065,12944.3650344,23494.6953725,26062.3957065,0.0,169803.415149,0.0,13735.1908013,34525.9382578,31098.7977432,41017.0,131,140.0,"Bend-Redmond, OR",Metropolitan Statistical Area,Central,"Bend-Redmond, OR",170388,125468,2.4840182203,Deschutes County,3018.186,"Bend-Redmond-Prineville, OR",True,41.5706652937
802,OR,328903.396061,11761.6252077,34483.8466465,21541.2349101,0.0,234100.845801,0.0,2741.86245828,6892.17638169,17381.804655,41019.0,929,,"Roseburg, OR",Micropolitan Statistical Area,Central,"Roseburg, OR",106972,100579,3.27010008114,Douglas County,5036.075,"Roseburg, OR",False,19.9717041545
803,OR,411367.124393,29766.7851128,43160.8631928,39172.5982818,390.917280168,230577.658478,0.0,11762.0030905,29565.964657,26970.3343007,41029.0,664,366.0,"Medford, OR",Metropolitan Statistical Area,Central,"Medford, OR",210287,186567,2.20492972709,Jackson County,2783.548,"Medford-Grants Pass, OR",True,67.0248905354
804,OR,751251.639675,51617.8618916,117587.966578,69770.2706478,0.0,402154.032448,0.0,19035.7719501,47849.9361507,43235.8000089,41039.0,386,,"Eugene, OR",Metropolitan Statistical Area,Central,"Eugene, OR",358337,327394,2.29464082932,Lane County,4553.119,"Eugene, OR",False,71.9054344945
805,OR,384083.655839,23849.5860323,85811.2489036,21327.486564,79.0162704223,217525.376624,0.0,4185.86453528,10521.9418957,20783.1350134,41043.0,19,440.0,"Albany, OR",Metropolitan Statistical Area,Central,"Albany, OR",119356,104645,3.67034885411,Linn County,2290.129,"Portland-Vancouver-Salem, OR-WA",True,45.6939325252
806,OR,638702.756394,39377.4448167,74208.3503079,55384.3799216,0.0,379531.464018,0.0,15677.8278915,39409.1204094,35114.1690287,41047.0,958,440.0,"Salem, OR",Metropolitan Statistical Area,Central,"Salem, OR",404026,293537,2.17588500391,Marion County,1182.326,"Portland-Vancouver-Salem, OR-WA",True,248.270781493
807,OR,1701222.87735,168678.117512,217621.747686,152312.123106,0.0,823689.053078,0.0,70450.9500072,177091.47627,91379.4096945,41051.0,858,440.0,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Central,"Portland-Vancouver-Hillsboro, OR-WA",2348247,676417,2.51505044574,Multnomah County,431.297,"Portland-Vancouver-Salem, OR-WA",True,1568.33226292
808,OR,136314.139591,3804.40053275,14787.9939731,12568.8100458,0.0,83031.9599983,0.0,3987.89751289,10024.3152507,8108.76227729,41053.0,959,440.0,"Salem, OR",Metropolitan Statistical Area,Central,"Salem, OR",404026,64765,2.10475009018,Polk County,740.787,"Portland-Vancouver-Salem, OR-WA",True,87.4272901657
809,OR,1075631.59813,83449.3419652,286905.544693,93115.1455103,0.0,443248.125261,0.0,24927.1306684,62658.946329,81327.3636997,41067.0,859,440.0,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Central,"Portland-Vancouver-Hillsboro, OR-WA",2348247,471401,2.28177623324,Washington County,724.23,"Portland-Vancouver-Salem, OR-WA",True,650.899576102
811,PA,235622.122675,20701.6505005,33929.9201098,43682.068849,2231.91401016,117761.518571,0.0,938.355752378,2358.73295162,14017.9619306,42001.0,421,276.0,"Gettysburg, PA",Metropolitan Statistical Area,Central,"Gettysburg, PA",101714,94242,2.50018168836,Adams County,518.668,"Harrisburg-York-Lebanon, PA",True,181.700047044
812,PA,4208590.87736,388727.974874,440245.275976,711302.600993,907332.088163,1246225.78703,0.0,110091.50452,276735.328907,127930.316889,42003.0,838,430.0,"Pittsburgh, PA",Metropolitan Statistical Area,Central,"Pittsburgh, PA",2355968,1265422,3.32583982052,Allegheny County,730.075,"Pittsburgh-New Castle-Weirton, PA-OH-WV",True,1733.27671815
